Headline,,scope,category
"সুখী, সমৃদ্ধ, উন্নত ও স্মার্ট বাংলাদেশের সামনে মূল চ্যালেঞ্জ কী",,national,business
এফবিসিসিআই’র সভাপতির সঙ্গে শ্রীলংকান হাইকমিশনারের সাক্ষাৎ,,national,business
তুরস্কে পণ্য রফতানিতে শুল্ক হ্রাসের আহ্বান ঢাকা চেম্বারের,,national,business
জাতীয় প্রেসক্লাবের উন্নয়নে ওয়ালটনের সহযোগিতা,,national,business
ই-কমার্সে প্রতারণা রোধে কেন্দ্রীয় অভিযোগ প্ল্যাটফর্ম চালু,,national,business
আরও কমলো স্বর্ণের দাম,,national,business
আবারও ভোজ্যতেল ও মসুর ডাল কেনার সিদ্ধান্ত,,national,business
স্থপতি ও প্রকৌশলীদের সম্মাননা দিলো সেভেন রিংস্ সিমেন্ট,,national,business
"কঠিন সময় পার করছে পোশাক খাত, প্রভাব পড়তে পারে রফতানি আয়ে",,national,business
রফতানি আয়ে রেকর্ড,,national,business
রানার মোটরসের পরিবেশক সম্মেলন অনুষ্ঠিত,,national,business
মসলিন তৈরির প্রযুক্তি পুনরুদ্ধার হবে: মির্জা আজম,,national,business
ঈদে কেনাকাটা: শেষ মুহুর্তে মার্সেল পণ্যের বিক্রি বেড়েছে,,national,business
‘বঙ্গবন্ধু শেখ মুজিব শিল্প পুরস্কার’ পেলো ২৩ শিল্পপ্রতিষ্ঠান,,national,business
"এবার বরই, ডেউয়া, আমলকিও রফতানি হবে",,national,business
বিসিএস কম্পিউটার মেলায় সেরা প্রদর্শনী পুরস্কার পেলো ‘আসুস জেনবুক’,,national,business
জামানত ছাড়াই ৫ শতাংশ সুদে ঋণ পাবেন দুগ্ধ খামারিরা,,national,business
করোনায় নাকাল শিল্প খাতে স্বস্তি দিলো বাংলাদেশ ব্যাংক,,national,business
সেরা করদাতা কাউছ মিয়াকে স্মরণ করলো এনবিআর,,national,business
ঋণের কিস্তি ছাড় স্থগিত রাখলো আইএমএফ,,national,business
কল-কারখানায় পুরনো যন্ত্রপাতি আমদানিতে নিষেধাজ্ঞা,,national,business
ক্যান্টন ফেয়ারে ওয়ালটন পণ্যে আগ্রহ বিশ্ব ক্রেতাদের,,national,business
